EmployeeID,Age,Gender,Department,EducationField,Education,JobRole,MonthlyIncome,YearsAtCompany,TotalWorkingYears,DistanceFromHome,JobSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,OverTime,Attrition
242,36.0,Male,Sales,Marketing,3,Sales Representative,4815.44,2,6.0,10.0,2,4.0,3,2,No,Yes
243,42.0,Female,Sales,Medical,3,Sales Executive,6520.95,16,17.0,4.0,3,1.0,3,1,Yes,Yes
244,18.0,Male,Research & Development,Other,1,Research Scientist,3488.35,12,14.0,1.0,2,4.0,3,3,No,No
245,31.0,M,Human Resources,Medical,2,Human Resources,,2,2.0,4.0,1,4.0,3,1,Yes,No
246,47.0,Male,Research & Development,Technical Degree,2,Research Scientist,5800.46,14,16.0,6.0,3,,3,1,No,Yes
247,39.0,Male,Human Resources,Other,1,Manager,5662.0,5,12.0,5.0,2,2.0,4,3,Yes,No
248,,Female,Human Resources,Medical,2,Human Resources,3969.47,6,7.0,4.0,3,3.0,4,0,No,No
249,34.0,Male,Sales,Technical Degree,1,Manager,,9,12.0,3.0,4,4.0,3,6,No,Yes
250,39.0,Male,Research & Development,Marketing,3,Laboratory Technician,3249.99,3,3.0,1.0,3,3.0,3,1,No,No
251,29.0,Male,Research & Development,Marketing,2,Manager,6479.71,0,3.0,1.0,3,3.0,3,4,Yes,Yes
252,42.0,Male,Human Resources,Life Sciences,1,Manager,9408.27,27,31.0,3.0,2,4.0,3,2,Yes,No
253,32.0,Female,Research & Development,Technical Degree,4,Manufacturing Director,,1,1.0,3.0,1,1.0,3,4,Yes,No
254,46.0,Female,Research & Development,Human Resources,2,Manufacturing Director,7576.97,29,30.0,12.0,3,3.0,4,3,Yes,No
255,45.0,Male,Sales,Technical Degree,2,Manager,5667.6,12,12.0,13.0,4,2.0,3,2,No,No
256,51.0,Male,Sales,Medical,2,Manager,4132.8,3,5.0,8.0,1,3.0,3,3,No,No
257,35.0,M,  Research & Development ,Marketing,1,Manager,3744.49,7,10.0,2.0,1,2.0,3,4,No,Yes
258,38.0,Male,Research & Development,Other,3,Research Scientist,3488.22,1,3.0,22.0,1,4.0,3,1,No,No
259,27.0,Male,Sales,Medical,2,Sales Executive,4381.82,9,12.0,7.0,2,3.0,3,1,Yes,No
260,48.0,Male,Research & Development,Life Sciences,3,Research Scientist,2861.54,1,3.0,1.0,3,4.0,3,1,No,No
261,52.0,female,Sales,Medical,3,Manager,6365.67,10,10.0,,3,4.0,3,2,Yes,No
262,24.0,female,Human Resources,Medical,3,Human Resources,5354.91,9,9.0,7.0,3,2.0,3,3,Yes,Yes
263,24.0,Male,Human Resources,Medical,3,Manager,5685.88,1,2.0,1.0,2,3.0,4,2,No,No
264,41.0,male,Research & Development,Other,2,Laboratory Technician,5778.42,14,15.0,12.0,4,4.0,3,1,No,No
265,31.0,Female,Research & Development,Other,3,Laboratory Technician,4749.45,2,4.0,9.0,2,,3,2,No,No
266,25.0,Male,Research & Development,Other,4,Manager,6456.15,1,9.0,9.0,3,1.0,3,1,No,No
267,46.0,Male,Sales,Human Resources,4,Manager,7289.07,5,7.0,5.0,4,2.0,3,3,No,No
268,34.0,M,Sales,Medical,4,Sales Representative,5146.8,1,12.0,2.0,2,,3,3,No,No
269,33.0,Male,Sales,Human Resources,2,Sales Executive,3448.52,0,2.0,4.0,1,1.0,3,4,No,Yes
270,44.0,Female,Sales,Human Resources,4,Manager,8437.53,11,12.0,2.0,3,1.0,3,0,No,No
271,30.0,Male,Sales,Other,3,Manager,7185.29,7,8.0,16.0,3,3.0,3,2,No,No
272,29.0,Male,Sales,Medical,3,Sales Representative,3040.79,3,8.0,1.0,2,2.0,3,5,No,No
273,39.0,Female,Research & Development,Technical Degree,1,Laboratory Technician,3093.05,1,4.0,15.0,2,4.0,4,3,Yes,Yes
274,26.0,Male,Sales,Marketing,2,Sales Executive,3082.24,9,14.0,29.0,3,1.0,3,5,No,No
275,41.0,M,Sales,Human Resources,2,Sales Executive,3746.21,3,8.0,1.0,2,4.0,3,1,Yes,Yes
276,48.0,Male,Research & Development,Technical Degree,2,Manufacturing Director,3992.93,4,4.0,3.0,1,4.0,3,2,No,No
277,48.0,Male,Sales,Life Sciences,2,Sales Executive,3625.47,1,13.0,1.0,1,3.0,3,2,No,Yes
278,32.0,Male,Human Resources,Human Resources,4,Human Resources,2863.8,0,11.0,1.0,1,1.0,3,4,No,No
279,41.0,Male,Sales,Life Sciences,4,Sales Representative,3839.16,1,2.0,1.0,1,4.0,3,4,No,No
280,44.0,Male,Sales,Marketing,3,Manager,4847.39,2,2.0,2.0,1,4.0,4,1,Yes,No
281,,Male,Sales,Other,2,Sales Executive,5747.45,8,11.0,1.0,4,4.0,4,3,No,No
282,31.0,Male,Human Resources,Marketing,2,Manager,4576.15,1,9.0,5.0,2,2.0,3,1,No,No
283,38.0,Female,Sales,Life Sciences,3,Sales Executive,5973.19,7,13.0,2.0,4,1.0,3,5,No,No
284,20.0,Male,  Research & Development ,Life Sciences,2,Manager,5006.72,3,,7.0,4,1.0,3,1,No,No
285,53.0,Male,Sales,Medical,3,Sales Representative,3496.04,4,6.0,8.0,2,1.0,3,0,No,No
286,34.0,Female,Research & Development,Technical Degree,3,Laboratory Technician,4221.52,2,13.0,4.0,2,4.0,3,2,No,No
287,44.0,M,Sales,Marketing,2,Manager,5478.35,1,8.0,9.0,3,1.0,3,2,No,No
288,41.0,Male,Human Resources,Other,3,Human Resources,2862.8,0,3.0,1.0,3,3.0,3,2,Yes,Yes
289,40.0,Female,Research & Development,Medical,3,Research Scientist,5169.44,7,7.0,1.0,4,1.0,3,2,Yes,No
290,31.0,male,Sales,Human Resources,2,Sales Executive,5283.54,4,5.0,2.0,4,2.0,3,5,No,Yes
291,35.0,Female,Research & Development,Human Resources,2,Laboratory Technician,4116.7,5,6.0,5.0,1,4.0,3,2,Yes,No
292,24.0,Male,Sales,Medical,1,Sales Representative,2721.23,7,10.0,3.0,1,2.0,3,2,No,No
293,30.0,Male,Research & Development,Medical,2,Laboratory Technician,,30,38.0,4.0,2,3.0,3,3,No,Yes
294,29.0,male,Sales,,3,Sales Representative,4244.21,1,2.0,6.0,3,4.0,4,3,No,No
295,46.0,Male,Sales,Other,2,Sales Executive,4254.12,3,11.0,11.0,2,3.0,3,3,No,No
296,47.0,Male,Sales,Technical Degree,3,Sales Executive,2978.11,2,4.0,1.0,3,3.0,3,2,No,No
297,23.0,Male,Research & Development,,2,Research Scientist,5603.16,14,15.0,6.0,2,1.0,3,3,No,No
298,38.0,Female,Research & Development,,3,Manager,4513.79,0,1.0,10.0,4,4.0,4,3,No,No
299,41.0,Male,Sales,Life Sciences,3,Sales Executive,4581.5,8,10.0,3.0,4,4.0,3,3,No,No
300,27.0,Male,Sales,Other,3,Manager,4487.69,3,7.0,8.0,4,4.0,3,2,Yes,No
301,47.0,male,Human Resources,Medical,3,Human Resources,4457.34,9,16.0,6.0,2,1.0,3,3,No,No
302,,Female,Sales,Medical,3,Manager,10836.6,21,23.0,1.0,2,2.0,3,3,No,No
303,47.0,Male,Research & Development,Medical,2,Manufacturing Director,5781.72,0,2.0,3.0,1,4.0,3,2,No,Yes
304,42.0,Male,Sales,Technical Degree,1,Sales Representative,6026.41,9,9.0,1.0,2,3.0,4,4,No,No
305,37.0,Female,Research & Development,Human Resources,2,Manufacturing Director,6098.02,5,6.0,1.0,1,3.0,3,3,Yes,Yes
306,18.0,Female,Sales,Other,3,Sales Executive,2361.88,0,6.0,19.0,2,3.0,3,2,Yes,Yes
307,39.0,Male,Sales,Technical Degree,1,Manager,4106.98,0,0.0,1.0,4,4.0,3,0,Yes,Yes
308,31.0,Male,Research & Development,Marketing,2,Laboratory Technician,,3,9.0,3.0,4,4.0,3,3,Yes,No
309,32.0,Male,Sales,Other,2,Manager,7718.1,7,11.0,1.0,4,2.0,3,4,Yes,Yes
310,42.0,Male,Research & Development,Technical Degree,3,Laboratory Technician,6415.95,13,13.0,3.0,4,4.0,3,1,Yes,No
311,36.0,Male,Sales,Medical,1,Manager,5785.83,8,10.0,1.0,3,4.0,3,5,No,No
312,34.0,Female,Sales,Other,2,Sales Representative,7467.3,16,20.0,2.0,1,4.0,3,1,Yes,No
313,45.0,Female,Sales,Life Sciences,2,Sales Executive,3877.01,2,3.0,1.0,2,3.0,3,4,No,No
314,40.0,male,Sales,Life Sciences,3,Sales Executive,3842.23,3,4.0,1.0,2,4.0,3,4,No,No
315,47.0,Male,Sales,Life Sciences,5,Sales Executive,3327.58,5,6.0,11.0,4,2.0,3,3,No,No
316,36.0,Male,Research & Development,,1,Research Scientist,3292.86,1,2.0,4.0,1,1.0,3,4,No,Yes
317,37.0,Male,Research & Development,Other,2,Research Scientist,2782.76,2,3.0,5.0,2,3.0,3,3,No,No
318,44.0,Female,Sales,Human Resources,2,Manager,6898.41,17,20.0,3.0,1,4.0,3,2,No,No
319,41.0,Female,Human Resources,Other,4,Human Resources,5487.21,7,14.0,9.0,3,3.0,3,2,No,No
320,29.0,Male,Human Resources,Marketing,4,Manager,6306.99,3,9.0,15.0,4,1.0,4,4,No,No
321,28.0,Male,Research & Development,Other,3,Laboratory Technician,2862.41,0,0.0,8.0,2,2.0,3,4,No,No
322,38.0,Male,Sales,Other,3,Sales Executive,6207.1,11,13.0,1.0,2,2.0,3,2,Yes,Yes
323,35.0,male,Sales,Other,3,Sales Representative,5402.07,5,11.0,1.0,4,1.0,3,2,No,No
324,53.0,Female,Research & Development,Life Sciences,3,Manufacturing Director,6397.34,5,5.0,26.0,2,1.0,3,2,No,No
325,42.0,Male,Sales,Life Sciences,2,Sales Executive,7121.31,19,19.0,,3,4.0,3,2,No,No
326,31.0,Female,Human Resources,Marketing,2,Manager,5137.69,5,10.0,9.0,2,3.0,3,2,No,No
327,22.0,Female,Research & Development,,2,Manufacturing Director,5167.09,6,15.0,1.0,4,4.0,3,2,No,Yes
328,28.0,Male,Sales,Marketing,2,Sales Executive,4545.06,6,6.0,1.0,4,4.0,3,1,No,No
329,34.0,Male,Research & Development,Marketing,1,Research Scientist,7579.17,28,28.0,14.0,4,,3,5,No,No
330,43.0,Male,Sales,Human Resources,3,Manager,5581.14,0,1.0,2.0,1,,3,4,No,Yes
331,,Male,Research & Development,Medical,3,Manager,6597.02,1,7.0,19.0,2,1.0,4,2,No,Yes
332,37.0,M,Human Resources,Life Sciences,2,Human Resources,4730.74,10,11.0,2.0,2,3.0,3,1,No,Yes
333,40.0,Female,Human Resources,Medical,2,Human Resources,3560.14,2,4.0,2.0,2,4.0,4,0,No,Yes
334,51.0,Female,Research & Development,Medical,3,Manufacturing Director,5763.04,2,10.0,3.0,4,4.0,3,4,No,No
335,29.0,Male,Sales,,4,Manager,6602.69,1,6.0,25.0,3,3.0,4,2,No,No
336,18.0,Female,Research & Development,Marketing,2,Manager,5601.49,2,2.0,29.0,1,2.0,3,2,No,Yes
337,23.0,Female,Research & Development,Human Resources,2,Research Scientist,3929.79,3,5.0,29.0,4,4.0,3,5,No,No
338,35.0,Female,Human Resources,Other,1,Human Resources,2913.89,0,3.0,3.0,3,4.0,3,2,No,No
339,34.0,Female,Sales,Life Sciences,2,Sales Representative,3693.87,3,4.0,10.0,1,2.0,3,5,No,No
340,33.0,Female,Research & Development,Other,3,Manufacturing Director,6187.06,1,11.0,1.0,4,4.0,3,1,Yes,No
341,35.0,Female,Research & Development,Life Sciences,2,Manager,4233.47,0,4.0,1.0,1,1.0,3,2,Yes,Yes
342,37.0,Male,Research & Development,Technical Degree,3,Manufacturing Director,5201.2,4,17.0,1.0,3,1.0,3,2,No,No
343,43.0,Female,Sales,Human Resources,3,Manager,8515.59,18,27.0,3.0,1,4.0,3,3,No,No
344,48.0,Male,Sales,Marketing,2,Sales Executive,3400.69,1,7.0,7.0,2,4.0,3,5,Yes,Yes
345,35.0,Male,Research & Development,Medical,3,Manufacturing Director,5447.51,5,17.0,1.0,1,2.0,3,2,No,No
346,48.0,Male,Sales,Medical,4,Manager,6997.65,4,10.0,1.0,3,4.0,3,5,No,No
347,43.0,Female,Research & Development,Marketing,3,Laboratory Technician,5030.3,9,11.0,2.0,2,4.0,4,1,No,No
348,25.0,Male,Sales,Other,2,Manager,3198.38,2,3.0,26.0,4,1.0,3,3,No,No
349,27.0,Female,Sales,Medical,5,Sales Executive,4558.01,2,7.0,16.0,1,2.0,3,2,Yes,No
350,39.0,Female,Research & Development,Life Sciences,3,Laboratory Technician,2791.93,0,0.0,1.0,3,3.0,3,5,No,No
351,50.0,Female,Sales,Other,4,Sales Representative,2911.98,9,11.0,8.0,1,3.0,3,1,Yes,No
352,59.0,Female,Human Resources,Marketing,3,Human Resources,6263.71,10,10.0,1.0,1,1.0,3,1,No,No
353,24.0,Male,Human Resources,Life Sciences,4,Human Resources,5376.6,10,12.0,1.0,1,2.0,3,2,No,No
354,34.0,Male,Sales,Other,2,Sales Executive,4127.34,7,,1.0,1,2.0,3,3,Yes,Yes
355,37.0,Male,Research & Development,Technical Degree,3,Manufacturing Director,6368.09,1,2.0,23.0,2,2.0,3,1,No,No
356,31.0,Male,Sales,Medical,3,Manager,4811.13,1,2.0,9.0,2,2.0,4,1,No,No
357,37.0,Male,Research & Development,Medical,2,Manager,4595.96,6,10.0,14.0,2,3.0,3,3,No,No
358,40.0,Male,Research & Development,Marketing,2,Manager,5351.14,5,9.0,6.0,2,2.0,3,2,No,No
359,33.0,Female,Research & Development,Marketing,3,Laboratory Technician,6520.23,15,15.0,3.0,4,1.0,3,3,Yes,No
360,48.0,Male,Research & Development,Human Resources,3,Research Scientist,3244.31,2,7.0,1.0,2,2.0,3,6,No,Yes
361,27.0,M,Research & Development,Medical,1,Laboratory Technician,4292.15,9,10.0,,4,1.0,3,3,No,No
362,37.0,Male,Research & Development,Other,4,Research Scientist,4391.01,6,14.0,3.0,1,2.0,3,3,Yes,No
363,28.0,Female,Research & Development,Other,2,Research Scientist,2323.08,3,3.0,13.0,4,3.0,3,4,No,No
364,55.0,Female,Research & Development,Technical Degree,2,Manager,3987.81,5,6.0,4.0,4,1.0,3,2,No,No
365,42.0,Female,Sales,Medical,4,Sales Executive,6203.04,5,8.0,17.0,3,3.0,3,0,No,No
366,40.0,Female,Research & Development,Technical Degree,3,Laboratory Technician,4449.12,1,3.0,29.0,1,2.0,4,4,Yes,No
367,21.0,Female,Sales,Technical Degree,2,Sales Representative,2838.98,1,1.0,1.0,4,3.0,3,5,No,No
368,38.0,Male,Sales,Medical,3,Sales Executive,3672.62,4,4.0,2.0,4,3.0,3,6,Yes,Yes
369,30.0,Male,Human Resources,Medical,2,Manager,6304.05,0,0.0,1.0,1,3.0,3,2,No,No
370,35.0,Female,Sales,Technical Degree,2,Sales Representative,5444.02,9,12.0,4.0,1,3.0,3,6,No,Yes
371,52.0,Female,Sales,Medical,2,Manager,4959.33,1,2.0,9.0,2,1.0,4,3,No,No
372,34.0,female,Research & Development,Medical,4,Research Scientist,5212.13,4,9.0,1.0,4,1.0,4,7,Yes,Yes
373,35.0,Female,Sales,Human Resources,2,Sales Representative,3805.15,7,10.0,1.0,1,3.0,3,5,No,No
374,47.0,Female,Sales,Other,3,Manager,3582.17,1,9.0,1.0,2,4.0,3,4,No,No
375,41.0,Male,Research & Development,Technical Degree,3,Manufacturing Director,4651.97,4,8.0,20.0,1,1.0,3,4,Yes,No
376,32.0,Female,Research & Development,Other,2,Research Scientist,7282.56,17,17.0,6.0,4,2.0,4,2,No,No
377,,male,Sales,Human Resources,2,Sales Executive,4167.38,1,2.0,4.0,2,3.0,3,5,No,No
378,34.0,F,Human Resources,Life Sciences,3,Human Resources,4706.81,3,8.0,1.0,4,4.0,4,4,No,No
379,18.0,Male,Sales,Technical Degree,1,Sales Representative,3281.56,1,2.0,4.0,2,4.0,3,1,No,No
380,39.0,Male,Sales,Life Sciences,2,Sales Representative,2851.44,1,1.0,13.0,4,2.0,3,2,No,No
381,37.0,M,Sales,Other,2,Manager,5312.29,2,5.0,3.0,3,2.0,3,0,No,No
382,49.0,Female,Research & Development,Medical,3,Manager,3730.28,2,3.0,10.0,1,4.0,3,6,No,No
383,27.0,Male,  Sales ,Life Sciences,3,Manager,8892.67,13,18.0,17.0,4,2.0,3,0,Yes,No
384,38.0,Female,Sales,Technical Degree,4,Manager,9110.51,13,15.0,1.0,3,1.0,3,3,No,No
385,22.0,M,Research & Development,Life Sciences,2,Manufacturing Director,6301.03,1,14.0,7.0,2,3.0,3,1,Yes,Yes
386,51.0,Female,Human Resources,Other,5,Manager,6590.1,2,4.0,2.0,4,4.0,3,1,Yes,Yes
387,35.0,Male,Sales,Life Sciences,2,Sales Representative,2846.96,1,3.0,7.0,4,1.0,3,5,No,No
388,29.0,Male,Sales,Human Resources,4,Sales Executive,5584.33,4,10.0,3.0,2,2.0,3,4,No,No
389,40.0,Male,Research & Development,Medical,3,Research Scientist,5674.56,8,13.0,21.0,4,2.0,3,1,No,No
390,32.0,Female,Sales,Medical,2,Sales Representative,3405.78,2,5.0,8.0,3,2.0,3,4,No,No
391,46.0,Male,Research & Development,Marketing,1,Manufacturing Director,4589.26,0,9.0,8.0,1,4.0,3,1,No,No
392,25.0,Female,Research & Development,Other,1,Research Scientist,2504.43,1,3.0,,1,1.0,3,1,No,No
393,31.0,Male,Sales,Medical,1,Sales Representative,,4,6.0,8.0,4,2.0,3,3,No,No
394,35.0,Male,Research & Development,Other,3,Manufacturing Director,4973.22,3,5.0,15.0,3,2.0,3,2,No,No
395,39.0,Male,Research & Development,Technical Degree,3,Manufacturing Director,5910.81,5,5.0,6.0,1,3.0,3,4,Yes,Yes
396,42.0,Female,Research & Development,Human Resources,3,Laboratory Technician,3709.38,0,3.0,8.0,3,3.0,3,2,No,No
397,,Female,Sales,Marketing,2,Manager,5553.67,7,19.0,9.0,2,3.0,3,4,No,Yes
398,55.0,Female,Research & Development,Life Sciences,1,Laboratory Technician,5988.76,10,15.0,11.0,2,2.0,3,0,No,No
399,32.0,Female,Research & Development,Human Resources,4,Manufacturing Director,4891.73,1,1.0,2.0,3,1.0,3,5,No,No
400,48.0,Male,Research & Development,Other,2,Research Scientist,2904.67,1,1.0,13.0,3,,3,3,No,No
401,29.0,Male,Human Resources,Technical Degree,4,Human Resources,,2,2.0,29.0,4,3.0,3,3,Yes,No
402,18.0,Male,Research & Development,Life Sciences,4,Research Scientist,,1,3.0,1.0,1,2.0,3,5,No,No
403,32.0,Female,Human Resources,Marketing,1,Manager,4387.57,1,11.0,3.0,3,4.0,4,1,Yes,Yes
404,37.0,Male,Sales,Technical Degree,3,Sales Executive,3435.51,1,1.0,5.0,2,3.0,3,4,No,No
405,38.0,Male,Sales,Medical,3,Sales Representative,3421.08,4,17.0,8.0,3,3.0,3,2,No,Yes
406,,Female,Research & Development,Human Resources,4,Manufacturing Director,5358.24,0,5.0,7.0,1,2.0,3,0,No,No
407,36.0,Female,Research & Development,Life Sciences,1,Laboratory Technician,6113.73,24,29.0,1.0,1,3.0,3,4,No,No
408,,Female,Research & Development,Other,3,Manager,6618.01,2,7.0,5.0,2,4.0,3,2,No,No
409,21.0,Male,Research & Development,Human Resources,2,Manufacturing Director,,2,8.0,13.0,1,4.0,3,1,No,No
410,28.0,Female,Sales,Medical,1,Manager,2803.26,0,1.0,1.0,1,1.0,3,2,No,Yes
411,28.0,Male,Sales,Other,2,Manager,5084.2,2,4.0,19.0,2,2.0,3,6,Yes,No
412,34.0,Female,Sales,Technical Degree,2,Sales Executive,3185.4,0,3.0,4.0,3,2.0,3,4,No,Yes
413,60.0,Male,Research & Development,Technical Degree,1,Manufacturing Director,5921.44,14,15.0,15.0,3,2.0,3,3,No,No
414,31.0,Male,Sales,Marketing,2,Manager,2869.46,2,15.0,3.0,4,2.0,4,1,No,Yes
415,33.0,Male,Research & Development,Technical Degree,3,Manufacturing Director,3093.49,1,3.0,7.0,1,1.0,3,5,Yes,No
416,35.0,male,Sales,Life Sciences,2,Sales Representative,4629.92,7,9.0,2.0,2,3.0,3,1,Yes,Yes
417,37.0,Male,Research & Development,Life Sciences,2,Manager,5720.49,4,6.0,2.0,3,2.0,3,1,No,No
418,25.0,Male,Research & Development,Human Resources,1,Research Scientist,2656.68,1,5.0,1.0,1,3.0,3,4,No,No
419,55.0,Male,Research & Development,Human Resources,3,Manufacturing Director,6344.53,8,24.0,1.0,4,3.0,3,4,No,No
420,18.0,Female,Sales,Technical Degree,2,Manager,3378.46,1,1.0,2.0,3,1.0,3,2,No,No
421,31.0,Female,  Research & Development ,Life Sciences,2,Laboratory Technician,5206.9,7,7.0,3.0,1,3.0,3,2,Yes,Yes
422,23.0,Male,Research & Development,Technical Degree,1,Laboratory Technician,4696.53,0,0.0,3.0,3,,3,2,No,No
423,27.0,Male,Sales,Technical Degree,5,Sales Representative,3604.28,3,4.0,4.0,3,,3,1,No,No
424,35.0,Male,Sales,Marketing,2,Manager,30771.536523175495,6,6.0,1.0,3,3.0,3,2,Yes,No
425,36.0,Female,Sales,,3,Sales Executive,7654.36,37,40.0,16.0,1,2.0,3,2,No,No
426,23.0,Female,Research & Development,Life Sciences,2,Manufacturing Director,3640.54,0,3.0,2.0,1,3.0,3,3,Yes,No
427,52.0,Male,Sales,Human Resources,2,Sales Executive,5525.43,12,22.0,25.0,4,4.0,3,3,No,No
428,18.0,Male,Sales,Medical,1,Sales Representative,4104.07,4,4.0,17.0,2,2.0,3,3,No,No
429,37.0,M,Research & Development,Medical,1,Manager,5715.78,5,8.0,3.0,3,1.0,3,3,No,No
430,,Female,Sales,Life Sciences,3,Sales Representative,3566.22,0,6.0,1.0,4,4.0,3,4,No,No
431,40.0,Female,Sales,Other,1,Sales Executive,2252.46,0,5.0,8.0,2,4.0,3,3,No,No
432,38.0,Male,Sales,Technical Degree,3,Sales Representative,4824.33,6,8.0,9.0,1,,3,0,No,No
433,27.0,Female,Research & Development,Human Resources,5,Manufacturing Director,8536.98,13,13.0,10.0,1,2.0,3,2,No,No
434,25.0,Female,Sales,Other,3,Sales Executive,7221.41,13,20.0,2.0,1,4.0,3,1,No,No
435,,Male,Sales,Other,2,Sales Executive,6608.52,13,15.0,8.0,3,1.0,3,4,Yes,Yes
436,23.0,Female,Sales,Life Sciences,1,Sales Executive,3795.71,7,9.0,1.0,2,4.0,3,1,Yes,Yes
437,32.0,Male,Research & Development,Human Resources,3,Manufacturing Director,6654.34,11,,,2,1.0,3,2,No,No
438,47.0,Female,Sales,Marketing,3,Manager,6113.65,4,5.0,21.0,4,3.0,3,2,No,No
439,26.0,Female,Sales,Medical,1,Manager,5057.97,0,8.0,10.0,3,3.0,3,1,No,Yes
440,27.0,Male,Sales,Technical Degree,2,Manager,6285.68,3,3.0,1.0,3,4.0,3,1,No,Yes
441,35.0,Female,Sales,Medical,3,Sales Representative,3393.57,1,1.0,4.0,3,3.0,3,2,No,No
442,41.0,Male,Sales,Other,3,Sales Representative,6658.07,5,5.0,10.0,3,4.0,3,2,No,Yes
443,28.0,Female,Sales,Life Sciences,3,Sales Representative,5401.87,4,7.0,17.0,4,4.0,3,4,No,No
444,38.0,Male,Research & Development,Human Resources,2,Manufacturing Director,5559.0,1,6.0,,4,4.0,3,5,No,No
445,37.0,male,Research & Development,Technical Degree,2,Research Scientist,4716.63,5,15.0,24.0,2,3.0,3,1,Yes,No
446,31.0,Male,Research & Development,Human Resources,4,Manufacturing Director,5964.47,3,6.0,2.0,3,4.0,3,2,No,Yes
447,25.0,Female,Research & Development,Human Resources,1,Laboratory Technician,,15,15.0,15.0,4,2.0,3,2,Yes,Yes
448,40.0,Male,Human Resources,Other,1,Manager,3966.57,0,4.0,10.0,1,4.0,3,3,No,Yes
449,18.0,Male,Research & Development,Human Resources,2,Manufacturing Director,6510.44,12,14.0,8.0,4,4.0,3,1,No,No
450,,Female,Sales,Marketing,2,Sales Representative,6488.0,12,12.0,7.0,2,2.0,3,2,Yes,No
451,32.0,Male,Research & Development,Human Resources,3,Research Scientist,3086.87,0,2.0,4.0,3,1.0,4,5,No,No
452,29.0,Male,Sales,Life Sciences,3,Manager,6644.18,3,7.0,10.0,2,1.0,3,4,No,Yes
453,42.0,Female,Sales,Life Sciences,2,Sales Executive,4527.52,7,8.0,1.0,1,3.0,3,1,No,No
454,31.0,Male,Sales,Technical Degree,3,Sales Executive,4476.39,1,1.0,3.0,4,1.0,3,7,No,No
455,,Female,Sales,Marketing,2,Manager,4420.72,0,0.0,2.0,1,3.0,3,3,No,No
456,51.0,Female,Research & Development,Marketing,4,Research Scientist,3834.82,6,15.0,1.0,3,1.0,3,4,No,No
457,38.0,Male,Sales,Technical Degree,3,Sales Executive,4102.03,7,7.0,2.0,2,4.0,3,3,No,No
458,56.0,Male,Research & Development,Medical,1,Manufacturing Director,5626.55,10,11.0,4.0,1,1.0,3,4,Yes,Yes
459,31.0,Male,Research & Development,Medical,3,Laboratory Technician,4685.62,7,9.0,1.0,3,1.0,4,1,Yes,No
460,35.0,Female,Research & Development,Marketing,1,Research Scientist,3106.7,4,7.0,5.0,1,4.0,3,2,No,No
461,32.0,F,Sales,Medical,2,Sales Representative,5283.01,10,11.0,9.0,3,3.0,3,3,Yes,No
462,30.0,F,Human Resources,Technical Degree,2,Human Resources,2983.88,4,4.0,2.0,4,3.0,3,4,No,No
463,25.0,Male,Human Resources,Medical,3,Manager,7149.18,6,6.0,7.0,2,2.0,3,1,No,No
464,32.0,Female,Research & Development,Marketing,2,Manufacturing Director,6138.1,10,10.0,2.0,4,,3,3,No,No
465,31.0,Female,Research & Development,Marketing,2,Manufacturing Director,4401.51,4,8.0,1.0,3,3.0,3,1,Yes,No
466,42.0,Male,Sales,Medical,3,Manager,,4,9.0,5.0,3,3.0,3,2,No,No
467,19.0,Female,Research & Development,Other,2,Laboratory Technician,2971.88,1,1.0,29.0,3,3.0,3,0,Yes,No
468,26.0,Female,Research & Development,Medical,3,Research Scientist,3214.82,1,2.0,1.0,1,2.0,3,5,No,No
469,35.0,male,Sales,Technical Degree,2,Sales Executive,5370.35,15,24.0,29.0,3,2.0,4,2,No,No
470,30.0,M,Sales,Marketing,2,Sales Executive,,2,4.0,1.0,4,4.0,3,1,No,No
471,45.0,Male,Sales,Human Resources,4,Manager,5429.52,6,7.0,4.0,3,,3,1,No,No
472,42.0,Male,Human Resources,Life Sciences,1,Manager,4325.26,3,12.0,5.0,3,3.0,3,0,No,No
473,30.0,Male,Research & Development,Medical,2,Manager,6656.28,6,6.0,17.0,1,1.0,3,0,Yes,No
474,42.0,Male,Sales,Human Resources,2,Sales Executive,5627.86,9,9.0,4.0,1,3.0,3,5,No,No
475,32.0,M,Sales,Marketing,2,Sales Executive,4003.36,3,4.0,5.0,2,3.0,3,0,No,No
476,42.0,male,Research & Development,Life Sciences,2,Manufacturing Director,4618.25,0,9.0,,2,1.0,3,5,No,No
477,26.0,Male,Research & Development,Medical,3,Research Scientist,3749.2,8,14.0,27.0,3,2.0,3,0,No,No
478,38.0,Male,Sales,Marketing,3,Sales Executive,3455.44,1,3.0,1.0,1,1.0,3,5,No,No
479,27.0,Male,Research & Development,Marketing,2,Laboratory Technician,3938.53,1,5.0,5.0,1,4.0,3,4,No,No
480,43.0,Male,Research & Development,Human Resources,3,Manufacturing Director,5768.22,4,6.0,7.0,1,2.0,3,1,No,No
481,43.0,female,Human Resources,Technical Degree,3,Human Resources,1914.0,1,6.0,3.0,2,4.0,3,4,No,Yes
482,36.0,Female,Sales,Other,1,Manager,4773.44,1,,7.0,2,3.0,4,1,No,No
483,40.0,Male,Human Resources,Life Sciences,2,Manager,6428.26,8,,1.0,3,3.0,3,4,No,No
484,41.0,Female,Research & Development,Human Resources,3,Laboratory Technician,4867.15,4,5.0,1.0,4,1.0,4,2,Yes,No
