EmployeeID,Age,Gender,Department,EducationField,Education,JobRole,MonthlyIncome,YearsAtCompany,TotalWorkingYears,DistanceFromHome,JobSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,OverTime,Attrition,Gender_enc,OverTime_enc,Attrition_enc,Dept_Human Resources,Dept_Research & Development,Dept_Sales,Role_Human Resources,Role_Laboratory Technician,Role_Manager,Role_Manufacturing Director,Role_Research Scientist,Role_Sales Executive,Role_Sales Representative,Age_norm,MonthlyIncome_norm,YearsAtCompany_norm,TotalWorkingYears_norm,DistanceFromHome_norm,NumCompaniesWorked_norm
104,36.0,Male,Research & Development,Marketing,2,Research Scientist,4392.28,2,7.0,2.0,1,1.0,3,2,No,No,0,0,0,0,1,0,0,0,0,0,1,0,0,0.42857142857142855,0.27775312128751706,0.05405405405405406,0.175,0.03571428571428571,0.2857142857142857
105,45.0,Female,Sales,Medical,2,Sales Executive,2750.13,0,1.0,8.0,1,3.0,3,1,No,No,1,0,0,0,0,1,0,0,0,0,0,1,0,0.6428571428571429,0.09370923273485308,0.0,0.025,0.25,0.14285714285714285
106,33.0,Male,Sales,Technical Degree,3,Sales Executive,3270.74,2,7.0,1.0,4,2.0,4,1,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.35714285714285715,0.15205657543765266,0.05405405405405406,0.175,0.0,0.14285714285714285
107,44.0,Female,Sales,Life Sciences,2,Sales Executive,4127.82,4,8.0,2.0,4,3.0,3,4,No,No,1,0,0,0,0,1,0,0,0,0,0,1,0,0.6190476190476191,0.24811377849505745,0.10810810810810811,0.2,0.03571428571428571,0.5714285714285714
108,21.0,Female,Sales,Marketing,2,Sales Executive,3903.74,2,4.0,1.0,3,1.0,3,3,No,No,1,0,0,0,0,1,0,0,0,0,0,1,0,0.07142857142857142,0.22300002241499112,0.05405405405405406,0.1,0.0,0.42857142857142855
109,48.0,Female,Sales,Marketing,3,Sales Representative,3727.63,0,2.0,29.0,3,3.0,3,3,No,Yes,1,0,1,0,0,1,0,0,0,0,0,0,1,0.7142857142857143,0.20326250196131174,0.0,0.05,1.0,0.42857142857142855
110,36.0,Female,Research & Development,Other,1,Laboratory Technician,2570.78,2,10.0,1.0,1,2.0,3,5,No,Yes,1,0,1,0,1,0,0,1,0,0,0,0,0,0.42857142857142855,0.0736085894246072,0.05405405405405406,0.25,0.0,0.7142857142857143
111,33.0,Male,Research & Development,Technical Degree,1,Manager,4607.93,7,7.0,5.0,4,2.0,3,2,No,No,0,0,0,0,1,0,0,0,1,0,0,0,0,0.35714285714285715,0.30192208549077626,0.1891891891891892,0.175,0.14285714285714285,0.2857142857142857
112,40.0,Female,Research & Development,Technical Degree,1,Laboratory Technician,3672.78,2,4.0,1.0,3,4.0,3,1,No,No,1,0,0,0,1,0,0,1,0,0,0,0,0,0.5238095238095238,0.1971151906394997,0.05405405405405406,0.1,0.0,0.14285714285714285
113,36.0,Male,Research & Development,Other,5,Research Scientist,6129.19,8,13.0,29.0,3,1.0,3,4,No,No,0,0,0,0,1,0,0,0,0,0,1,0,0,0.42857142857142855,0.47241723264519303,0.21621621621621623,0.325,1.0,0.5714285714285714
114,38.0,Male,Sales,Marketing,2,Manager,3142.69,3,14.0,5.0,3,2.0,4,2,No,Yes,0,0,1,0,0,1,0,0,1,0,0,0,0,0.47619047619047616,0.13770537735637595,0.08108108108108109,0.35,0.14285714285714285,0.2857142857142857
115,28.0,Female,Sales,Life Sciences,3,Sales Representative,4133.78,0,0.0,25.0,3,3.0,4,1,Yes,No,1,1,0,0,0,1,0,0,0,0,0,0,1,0.23809523809523808,0.2487817452312106,0.0,0.0,0.8571428571428571,0.14285714285714285
116,29.0,Male,Research & Development,Technical Degree,1,Manager,7754.57,13,13.0,3.0,4,4.0,3,4,No,No,0,0,0,0,1,0,0,0,1,0,0,0,0,0.2619047619047619,0.6545816241902583,0.35135135135135137,0.325,0.07142857142857142,0.5714285714285714
117,29.0,Male,Sales,Marketing,3,Manager,7039.74,5,6.0,28.0,4,3.0,3,1,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.2619047619047619,0.5744670835855019,0.13513513513513514,0.15,0.9642857142857143,0.14285714285714285
118,60.0,Male,Research & Development,Other,5,Laboratory Technician,7284.48,11,13.0,2.0,2,2.0,4,2,No,No,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0.6018963082509582,0.2972972972972973,0.325,0.03571428571428571,0.2857142857142857
119,49.0,Male,Sales,Marketing,3,Manager,4890.65,1,7.0,12.0,2,4.0,3,1,Yes,No,0,1,0,0,0,1,0,0,1,0,0,0,0,0.7380952380952381,0.33360791697487274,0.02702702702702703,0.175,0.39285714285714285,0.14285714285714285
120,41.0,Male,Human Resources,Medical,2,Manager,4702.1,4,6.0,19.0,1,3.0,3,1,No,No,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5476190476190477,0.3124761840719073,0.10810810810810811,0.15,0.6428571428571429,0.14285714285714285
121,34.0,Female,Sales,Human Resources,2,Sales Representative,4529.55,9,11.0,8.0,4,2.0,3,2,No,No,1,0,0,0,0,1,0,0,0,0,0,0,1,0.38095238095238093,0.29313765046062806,0.24324324324324326,0.275,0.25,0.2857142857142857
122,33.0,Female,Research & Development,Human Resources,5,Manager,6390.05,12,18.0,1.0,2,2.0,3,6,Yes,Yes,1,1,1,0,1,0,0,0,1,0,0,0,0,0.35714285714285715,0.5016531055970233,0.32432432432432434,0.45,0.0,0.8571428571428571
123,32.0,Female,Research & Development,Technical Degree,1,Research Scientist,4779.65,10,13.0,15.0,1,4.0,3,4,No,No,1,0,0,0,1,0,0,0,0,0,1,0,0,0.3333333333333333,0.3211675968887992,0.2702702702702703,0.325,0.5,0.5714285714285714
124,32.0,Female,Research & Development,Marketing,2,Laboratory Technician,3869.6,8,12.0,4.0,4,1.0,3,5,No,No,1,0,0,0,1,0,0,1,0,0,0,0,0,0.3333333333333333,0.21917378342635552,0.21621621621621623,0.3,0.10714285714285714,0.7142857142857143
125,41.0,Female,Sales,Marketing,1,Manager,5389.99,4,5.0,9.0,1,1.0,3,1,No,No,1,0,0,0,0,1,0,0,1,0,0,0,0,0.5476190476190477,0.38957142536928696,0.10810810810810811,0.125,0.2857142857142857,0.14285714285714285
126,41.0,Female,Research & Development,Other,3,Laboratory Technician,5488.69,3,5.0,1.0,4,1.0,3,4,No,No,1,0,0,0,1,0,0,1,0,0,0,0,0,0.5476190476190477,0.4006332234998767,0.08108108108108109,0.125,0.0,0.5714285714285714
127,41.0,Female,Sales,Life Sciences,2,Sales Executive,5218.6,24,27.0,14.0,4,2.0,3,4,Yes,No,1,1,0,0,0,1,0,0,0,0,0,1,0,0.5476190476190477,0.37036289870665506,0.6486486486486487,0.675,0.4642857142857143,0.5714285714285714
128,41.0,Male,Sales,Other,2,Sales Executive,5503.51,12,13.0,16.0,4,3.0,3,5,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5476190476190477,0.40229417434380116,0.32432432432432434,0.325,0.5357142857142857,0.7142857142857143
129,40.0,Male,Research & Development,Human Resources,4,Manager,4310.95,0,8.0,5.0,4,1.0,3,0,No,No,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5238095238095238,0.26863806513796423,0.0,0.2,0.14285714285714285,0.0
130,36.0,Female,Sales,Marketing,4,Sales Representative,4736.61,6,6.0,8.0,4,2.0,3,3,No,No,1,0,0,0,0,1,0,0,0,0,0,0,1,0.42857142857142855,0.3163438907941631,0.16216216216216217,0.15,0.25,0.42857142857142855
131,30.0,Male,Sales,Medical,1,Sales Representative,3662.13,1,3.0,19.0,4,1.0,3,3,No,Yes,0,0,1,0,0,1,0,0,0,0,0,0,1,0.2857142857142857,0.195921592360971,0.02702702702702703,0.075,0.6428571428571429,0.42857142857142855
132,38.0,Male,Research & Development,Medical,1,Manager,4779.65,3,3.0,1.0,1,4.0,3,2,No,No,0,0,0,0,1,0,0,0,1,0,0,0,0,0.47619047619047616,0.3211675968887992,0.08108108108108109,0.075,0.0,0.2857142857142857
133,36.0,Female,Sales,Human Resources,2,Manager,6760.65,3,5.0,4.0,4,1.0,3,6,Yes,Yes,1,1,1,0,0,1,0,0,1,0,0,0,0,0.42857142857142855,0.5431880841907066,0.08108108108108109,0.125,0.10714285714285714,0.8571428571428571
134,45.0,Female,Sales,Human Resources,2,Manager,3864.85,0,0.0,11.0,3,1.0,3,4,No,No,1,0,0,0,0,1,0,0,1,0,0,0,0,0.6428571428571429,0.21864142738663617,0.0,0.0,0.35714285714285715,0.5714285714285714
135,41.0,Female,Research & Development,Human Resources,1,Manager,4569.23,4,4.0,1.0,2,4.0,3,0,No,Yes,1,0,1,0,1,0,0,0,1,0,0,0,0,0.5476190476190477,0.29758478470401,0.10810810810810811,0.1,0.0,0.0
136,37.0,Male,Research & Development,Life Sciences,2,Manufacturing Director,4629.1,3,3.0,15.0,4,3.0,3,3,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.4523809523809524,0.3042947123035887,0.08108108108108109,0.075,0.5,0.42857142857142855
137,20.0,Female,Sales,Technical Degree,4,Manager,3531.76,4,6.0,3.0,1,1.0,4,2,No,Yes,1,0,1,0,0,1,0,0,1,0,0,0,0,0.047619047619047616,0.18131038038239977,0.10810810810810811,0.15,0.07142857142857142,0.2857142857142857
138,40.0,Male,Sales,Life Sciences,4,Manager,6242.47,4,4.0,6.0,4,3.0,3,2,Yes,Yes,0,1,1,0,0,1,0,0,1,0,0,0,0,0.5238095238095238,0.48511308363033195,0.10810810810810811,0.1,0.17857142857142858,0.2857142857142857
139,27.0,Male,Sales,Marketing,2,Manager,5616.97,4,4.0,1.0,2,4.0,4,3,No,Yes,0,0,1,0,0,1,0,0,1,0,0,0,0,0.21428571428571427,0.41501019882097145,0.10810810810810811,0.1,0.0,0.42857142857142855
140,36.0,Male,Sales,Human Resources,5,Sales Representative,2990.21,1,8.0,1.0,1,2.0,3,3,Yes,No,0,1,0,0,0,1,0,0,0,0,0,0,1,0.42857142857142855,0.1206161881066057,0.02702702702702703,0.2,0.0,0.42857142857142855
141,27.0,Male,Research & Development,Medical,3,Research Scientist,2967.65,3,23.0,5.0,1,4.0,3,4,No,No,0,0,0,0,1,0,0,0,0,0,1,0,0,0.21428571428571427,0.11808777710532804,0.08108108108108109,0.575,0.14285714285714285,0.5714285714285714
142,39.0,Male,Human Resources,Technical Degree,2,Human Resources,3790.94,3,3.0,9.0,4,4.0,3,3,No,No,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.21035796740860288,0.08108108108108109,0.075,0.2857142857142857,0.42857142857142855
143,31.0,Male,Research & Development,Life Sciences,4,Laboratory Technician,3873.94,7,15.0,3.0,3,1.0,3,3,No,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0.30952380952380953,0.21966018873422544,0.1891891891891892,0.375,0.07142857142857142,0.42857142857142855
144,45.0,Male,Sales,Human Resources,3,Manager,5767.32,0,8.0,21.0,3,4.0,3,4,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6428571428571429,0.43186066841503595,0.0,0.2,0.7142857142857143,0.5714285714285714
145,32.0,Male,Sales,Life Sciences,3,Sales Representative,4921.0,6,6.0,3.0,4,1.0,3,0,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.3333333333333333,0.3370093918812902,0.16216216216216217,0.15,0.07142857142857142,0.0
146,43.0,Male,Sales,Technical Degree,2,Sales Representative,3116.76,0,6.0,3.0,1,3.0,3,1,No,Yes,0,0,1,0,0,1,0,0,0,0,0,0,1,0.5952380952380952,0.13479927375428688,0.0,0.15,0.07142857142857142,0.14285714285714285
147,35.0,Male,Research & Development,Medical,1,Laboratory Technician,3255.59,2,3.0,4.0,1,3.0,3,4,Yes,No,0,1,0,0,1,0,0,1,0,0,0,0,0,0.40476190476190477,0.15035863985833728,0.05405405405405406,0.075,0.10714285714285714,0.5714285714285714
148,36.0,Female,Sales,Life Sciences,3,Sales Executive,5741.06,10,13.0,4.0,1,3.0,3,3,No,Yes,1,0,1,0,0,1,0,0,0,0,0,1,0,0.42857142857142855,0.42891758007755587,0.2702702702702703,0.325,0.10714285714285714,0.42857142857142855
149,36.0,Male,Human Resources,Medical,1,Manager,6503.67,7,8.0,13.0,1,2.0,3,1,No,No,0,0,0,1,0,0,0,0,1,0,0,0,0,0.42857142857142855,0.5143870620671105,0.1891891891891892,0.2,0.42857142857142855,0.14285714285714285
150,38.0,Male,Research & Development,Life Sciences,2,Laboratory Technician,5504.33,12,15.0,6.0,3,2.0,3,6,No,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0.47619047619047616,0.4023860758075,0.32432432432432434,0.375,0.17857142857142858,0.8571428571428571
151,41.0,Female,Research & Development,Life Sciences,2,Manufacturing Director,5531.69,0,4.0,2.0,1,2.0,3,3,No,No,1,0,0,0,1,0,0,0,0,1,0,0,0,0.5476190476190477,0.40545244659628354,0.0,0.1,0.03571428571428571,0.42857142857142855
152,34.0,Female,Sales,Life Sciences,4,Sales Representative,3844.92,1,5.0,15.0,1,1.0,3,3,Yes,No,1,1,0,0,0,1,0,0,0,0,0,0,1,0.38095238095238093,0.21640777351892945,0.02702702702702703,0.125,0.5,0.42857142857142855
153,33.0,Male,Research & Development,Human Resources,4,Manager,4178.55,2,2.0,2.0,4,3.0,3,1,Yes,Yes,0,1,1,0,1,0,0,0,1,0,0,0,0,0.35714285714285715,0.2537993409992603,0.05405405405405406,0.05,0.03571428571428571,0.14285714285714285
154,26.0,Male,Sales,Marketing,3,Sales Representative,2010.08,0,2.0,7.0,3,1.0,3,4,No,Yes,0,0,1,0,0,1,0,0,0,0,0,0,1,0.19047619047619047,0.010768161746576101,0.0,0.05,0.21428571428571427,0.5714285714285714
155,23.0,Male,Sales,Human Resources,1,Manager,6176.88,8,9.0,3.0,4,3.0,3,4,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.11904761904761904,0.4777620872839755,0.21621621621621623,0.225,0.07142857142857142,0.5714285714285714
156,47.0,Male,Sales,Marketing,3,Manager,5740.86,3,3.0,7.0,4,2.0,3,4,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6904761904761905,0.42889516508640974,0.08108108108108109,0.075,0.21428571428571427,0.5714285714285714
157,33.0,Female,Sales,Medical,2,Sales Representative,4136.35,1,16.0,3.0,3,3.0,3,2,No,No,1,0,0,0,0,1,0,0,0,0,0,0,1,0.35714285714285715,0.24906977786743778,0.02702702702702703,0.4,0.07142857142857142,0.2857142857142857
158,28.0,Male,Sales,Life Sciences,2,Sales Representative,3645.26,0,2.0,2.0,2,1.0,4,2,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.23809523809523808,0.19403088785779932,0.0,0.05,0.03571428571428571,0.2857142857142857
159,18.0,Male,Research & Development,Other,4,Laboratory Technician,4416.48,3,12.0,15.0,3,4.0,3,3,Yes,No,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0.28046533521619255,0.08108108108108109,0.3,0.5,0.42857142857142855
160,57.0,Male,Human Resources,Marketing,3,Manager,5154.17,1,1.0,1.0,4,3.0,3,0,No,No,0,0,0,1,0,0,0,0,1,0,0,0,0,0.9285714285714286,0.3631419093089458,0.02702702702702703,0.025,0.0,0.0
161,36.0,Female,Sales,Other,3,Sales Representative,2890.48,1,5.0,10.0,2,1.0,3,2,Yes,Yes,1,1,1,0,0,1,0,0,0,0,0,0,1,0.42857142857142855,0.10943895277161365,0.02702702702702703,0.125,0.32142857142857145,0.2857142857142857
162,42.0,Female,Research & Development,Other,2,Manager,5711.2,6,6.0,5.0,1,3.0,3,4,No,No,1,0,0,0,1,0,0,0,1,0,0,0,0,0.5714285714285714,0.4255710218994463,0.16216216216216217,0.15,0.14285714285714285,0.5714285714285714
163,21.0,Female,Human Resources,Human Resources,2,Human Resources,3632.8,4,5.0,2.0,1,4.0,3,2,No,No,1,0,0,1,0,0,1,0,0,0,0,0,0,0.07142857142857142,0.1926344339093986,0.10810810810810811,0.125,0.03571428571428571,0.2857142857142857
164,43.0,Male,Research & Development,Human Resources,4,Manufacturing Director,5868.2,2,10.0,2.0,4,1.0,3,5,Yes,No,0,1,0,0,1,0,0,0,0,1,0,0,0,0.5952380952380952,0.44316678994911796,0.05405405405405406,0.25,0.03571428571428571,0.7142857142857143
165,24.0,Male,Research & Development,Marketing,4,Manager,5400.93,3,9.0,5.0,1,1.0,3,5,No,Yes,0,0,1,0,1,0,0,0,1,0,0,0,0,0.14285714285714285,0.3907975253849775,0.08108108108108109,0.225,0.14285714285714285,0.7142857142857143
166,36.0,Male,Research & Development,Technical Degree,2,Research Scientist,3400.78,1,2.0,28.0,3,2.0,3,1,No,No,0,0,0,0,1,0,0,0,0,0,1,0,0,0.42857142857142855,0.16663080268083297,0.02702702702702703,0.05,0.9642857142857143,0.14285714285714285
167,50.0,Female,Research & Development,Other,2,Manufacturing Director,5318.99,7,13.0,3.0,3,3.0,3,1,No,No,1,0,0,0,1,0,0,0,0,1,0,0,0,0.7619047619047619,0.3816141035124291,0.1891891891891892,0.325,0.07142857142857142,0.14285714285714285
168,49.0,Male,Research & Development,Medical,2,Manufacturing Director,6126.69,5,17.0,12.0,1,1.0,3,0,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7380952380952381,0.4721370452558671,0.13513513513513514,0.425,0.39285714285714285,0.0
169,43.0,Male,Research & Development,Life Sciences,3,Laboratory Technician,5773.24,10,14.0,21.0,3,1.0,3,6,No,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5952380952380952,0.43252415215295986,0.2702702702702703,0.35,0.7142857142857143,0.8571428571428571
170,44.0,Male,Research & Development,Life Sciences,1,Manufacturing Director,5219.11,7,8.0,12.0,4,3.0,3,0,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.6190476190476191,0.3704200569340775,0.1891891891891892,0.2,0.39285714285714285,0.0
171,53.0,Male,Sales,Marketing,3,Manager,5974.86,2,4.0,4.0,3,4.0,3,2,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.8333333333333334,0.4551207047273216,0.05405405405405406,0.1,0.10714285714285714,0.2857142857142857
172,46.0,Female,Sales,Human Resources,2,Sales Representative,4741.39,11,27.0,21.0,1,3.0,3,2,No,Yes,1,0,1,0,0,1,0,0,0,0,0,0,1,0.6666666666666666,0.3168796090825544,0.2972972972972973,0.675,0.7142857142857143,0.2857142857142857
173,47.0,Male,Sales,Other,2,Sales Representative,4009.15,2,2.0,2.0,2,3.0,3,2,No,Yes,0,0,1,0,0,1,0,0,0,0,0,0,1,0.6904761904761905,0.23481384349853182,0.05405405405405406,0.05,0.03571428571428571,0.2857142857142857
174,44.0,Female,Research & Development,Technical Degree,2,Manager,7316.98,23,23.0,4.0,2,1.0,3,3,No,No,1,0,0,0,1,0,0,0,1,0,0,0,0,0.6190476190476191,0.6055387443121959,0.6216216216216216,0.575,0.10714285714285714,0.42857142857142855
175,29.0,Male,Sales,Medical,2,Manager,5985.3,6,19.0,2.0,1,3.0,4,1,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.2619047619047619,0.45629076726514695,0.16216216216216217,0.475,0.03571428571428571,0.14285714285714285
176,29.0,Female,Research & Development,Other,4,Laboratory Technician,5037.29,2,3.0,7.0,2,1.0,4,3,No,No,1,0,0,0,1,0,0,1,0,0,0,0,0,0.2619047619047619,0.35004258848317754,0.05405405405405406,0.075,0.21428571428571427,0.42857142857142855
177,23.0,Male,Sales,Other,4,Sales Representative,4779.65,5,6.0,1.0,4,2.0,4,4,Yes,Yes,0,1,1,0,0,1,0,0,0,0,0,0,1,0.11904761904761904,0.3211675968887992,0.13513513513513514,0.15,0.0,0.5714285714285714
178,36.0,Female,Research & Development,Technical Degree,4,Manufacturing Director,5741.57,5,8.0,1.0,1,1.0,4,3,No,Yes,1,0,1,0,1,0,0,0,0,1,0,0,0,0.42857142857142855,0.42897473830497834,0.13513513513513514,0.2,0.0,0.42857142857142855
179,34.0,Male,Sales,Other,3,Sales Executive,3993.88,6,6.0,7.0,2,2.0,3,6,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.38095238095238093,0.23310245892452872,0.16216216216216217,0.15,0.21428571428571427,0.8571428571428571
180,37.0,Female,Human Resources,Life Sciences,2,Manager,7197.67,6,13.0,16.0,3,4.0,3,2,No,No,1,0,0,1,0,0,0,0,1,0,0,0,0,0.4523809523809524,0.5921670813440029,0.16216216216216217,0.325,0.5357142857142857,0.2857142857142857
181,37.0,Male,Research & Development,Other,1,Research Scientist,3841.41,1,2.0,4.0,1,1.0,4,1,Yes,No,0,1,0,0,1,0,0,0,0,0,1,0,0,0.4523809523809524,0.21601439042431575,0.02702702702702703,0.05,0.10714285714285714,0.14285714285714285
182,37.0,Female,Research & Development,Technical Degree,4,Manufacturing Director,7751.36,15,17.0,1.0,4,1.0,3,3,Yes,No,1,1,0,0,1,0,0,0,0,1,0,0,0,0.4523809523809524,0.6542218635823638,0.40540540540540543,0.425,0.0,0.42857142857142855
183,37.0,Female,Research & Development,Life Sciences,1,Laboratory Technician,5015.04,14,14.0,3.0,4,3.0,3,5,Yes,No,1,1,0,0,1,0,0,1,0,0,0,0,0,0.4523809523809524,0.3475489207181763,0.3783783783783784,0.35,0.07142857142857142,0.7142857142857143
184,20.0,Male,Research & Development,Human Resources,3,Manager,6094.63,1,1.0,5.0,3,4.0,4,0,Yes,No,0,1,0,0,1,0,0,0,1,0,0,0,0,0.047619047619047616,0.46854392217515073,0.02702702702702703,0.025,0.14285714285714285,0.0
185,58.0,Male,Sales,Other,3,Sales Representative,5483.91,2,7.0,2.0,2,1.0,3,6,No,Yes,0,0,1,0,0,1,0,0,0,0,0,0,1,0.9523809523809523,0.4000975052114854,0.05405405405405406,0.175,0.03571428571428571,0.8571428571428571
186,49.0,Female,Human Resources,Human Resources,2,Manager,4521.52,1,2.0,9.0,1,2.0,3,3,Yes,No,1,1,0,1,0,0,0,0,1,0,0,0,0,0.7380952380952381,0.29223768856611304,0.02702702702702703,0.05,0.2857142857142857,0.42857142857142855
187,43.0,Female,Research & Development,Other,2,Research Scientist,3355.49,4,11.0,10.0,3,3.0,4,5,No,No,1,0,0,0,1,0,0,0,0,0,1,0,0,0.5952380952380952,0.16155492793580342,0.10810810810810811,0.275,0.32142857142857145,0.7142857142857143
188,36.0,Male,Research & Development,Medical,3,Manufacturing Director,4779.65,0,4.0,27.0,2,1.0,3,0,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.42857142857142855,0.3211675968887992,0.0,0.1,0.9285714285714286,0.0
189,30.0,Female,Research & Development,Marketing,2,Research Scientist,3762.32,2,3.0,9.0,3,3.0,4,0,No,No,1,0,0,0,1,0,0,0,0,0,1,0,0,0.2857142857142857,0.20715038217559906,0.05405405405405406,0.075,0.2857142857142857,0.0
190,39.0,Female,Research & Development,Life Sciences,1,Laboratory Technician,4739.3,4,5.0,6.0,3,4.0,3,2,No,No,1,0,0,0,1,0,0,1,0,0,0,0,0,0.5,0.3166453724250779,0.10810810810810811,0.125,0.17857142857142858,0.2857142857142857
191,40.0,Female,Sales,Other,3,Sales Representative,5339.94,8,15.0,4.0,3,2.0,3,3,No,No,1,0,0,0,0,1,0,0,0,0,0,0,1,0.5238095238095238,0.38396207383498077,0.21621621621621623,0.375,0.10714285714285714,0.42857142857142855
192,25.0,Male,Research & Development,Other,1,Laboratory Technician,3536.71,3,15.0,4.0,3,2.0,3,3,No,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0.16666666666666666,0.18186515141326517,0.08108108108108109,0.375,0.10714285714285714,0.42857142857142855
193,41.0,Male,Research & Development,Human Resources,1,Laboratory Technician,4751.33,9,14.0,13.0,1,4.0,3,1,No,Yes,0,0,1,0,1,0,0,1,0,0,0,0,0,0.5476190476190477,0.31799363414251447,0.24324324324324326,0.35,0.42857142857142855,0.14285714285714285
194,22.0,Male,Research & Development,Other,2,Laboratory Technician,10344.07,33,39.0,18.0,4,3.0,4,3,No,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0.09523809523809523,0.9447997220541097,0.8918918918918919,0.975,0.6071428571428571,0.42857142857142855
195,36.0,Male,Research & Development,Human Resources,2,Laboratory Technician,5390.59,19,27.0,3.0,4,3.0,3,2,Yes,Yes,0,1,1,0,1,0,0,1,0,0,0,0,0,0.42857142857142855,0.3896386703427252,0.5135135135135135,0.675,0.07142857142857142,0.2857142857142857
196,47.0,Male,Research & Development,Human Resources,3,Laboratory Technician,10205.92,28,33.0,6.0,3,3.0,4,3,No,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0.6904761904761905,0.929316566919956,0.7567567567567568,0.825,0.17857142857142858,0.42857142857142855
197,18.0,Male,Research & Development,Other,1,Manufacturing Director,6173.76,7,10.0,13.0,3,3.0,3,0,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.4774124134220967,0.1891891891891892,0.25,0.42857142857142855,0.0
198,35.0,Female,Research & Development,Life Sciences,1,Research Scientist,4543.76,6,9.0,1.0,3,1.0,3,2,Yes,Yes,1,1,1,0,1,0,0,0,0,0,1,0,0,0.40476190476190477,0.294730235581557,0.16216216216216217,0.225,0.0,0.2857142857142857
199,35.0,Male,Research & Development,Technical Degree,1,Manufacturing Director,6672.05,4,6.0,25.0,1,1.0,3,1,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.40476190476190477,0.533258243112994,0.10810810810810811,0.15,0.8571428571428571,0.14285714285714285
200,51.0,Male,Sales,Other,3,Sales Executive,5449.39,7,10.0,2.0,3,4.0,3,6,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7857142857142857,0.3962286777396723,0.1891891891891892,0.25,0.03571428571428571,0.8571428571428571
201,36.0,Female,Research & Development,Life Sciences,2,Manufacturing Director,6898.58,13,14.0,8.0,3,4.0,3,3,No,No,1,0,0,0,1,0,0,0,0,1,0,0,0,0.42857142857142855,0.5586465828345998,0.35135135135135137,0.35,0.25,0.42857142857142855
202,30.0,Female,Human Resources,Technical Degree,3,Human Resources,3452.7,2,3.0,3.0,1,4.0,3,1,Yes,Yes,1,1,1,1,0,0,1,0,0,0,0,0,0,0.2857142857142857,0.1724497343823549,0.05405405405405406,0.075,0.07142857142857142,0.14285714285714285
203,44.0,Male,Research & Development,Other,4,Manufacturing Director,5717.74,2,7.0,12.0,4,2.0,4,0,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.6190476190476191,0.4263039921099231,0.05405405405405406,0.175,0.39285714285714285,0.0
204,38.0,Male,Sales,Human Resources,3,Sales Representative,2930.34,6,6.0,29.0,3,3.0,3,0,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.47619047619047616,0.11390626050702711,0.16216216216216217,0.15,1.0,0.0
205,52.0,Male,Sales,Technical Degree,2,Sales Executive,5612.11,6,6.0,4.0,3,1.0,3,2,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.8095238095238095,0.4144655145361217,0.16216216216216217,0.15,0.10714285714285714,0.2857142857142857
206,37.0,Male,Research & Development,Life Sciences,2,Laboratory Technician,6076.93,11,11.0,1.0,3,4.0,3,5,No,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0.4523809523809524,0.4665601954587228,0.2972972972972973,0.275,0.0,0.7142857142857143
207,38.0,Female,Human Resources,Human Resources,2,Manager,6336.42,6,6.0,1.0,2,4.0,3,2,No,No,1,0,0,1,0,0,0,0,1,0,0,0,0,0.47619047619047616,0.4956425257212023,0.16216216216216217,0.15,0.0,0.2857142857142857
208,48.0,Male,Sales,Human Resources,2,Sales Executive,2676.02,0,1.0,20.0,3,1.0,3,1,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7142857142857143,0.08540335776567368,0.0,0.025,0.6785714285714286,0.14285714285714285
